timestamp,left_encoder_count,left_encoder_speed,right_encoder_count,right_encoder_speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,imu_temp,mag_x,mag_y,mag_z,heading
2025-03-02T11:38:35.914693,38089,0.0,23215,0.0,-1.891,0.084,10.257,-0.281,0.133,0.508,26.3,4980,9640,-5702,62.7
2025-03-02T11:38:35.919461,38089,0.0,23215,0.0,-1.872,0.036,10.36,-0.281,0.132,0.509,26.6,5040,9590,-5495,62.3
2025-03-02T11:38:35.922655,38089,0.0,23215,0.0,-1.884,0.045,10.321,-0.28,0.132,0.508,26.3,5082,9620,-5515,62.2
2025-03-02T11:38:35.926103,38089,0.0,23215,0.0,-1.889,-0.007,10.218,-0.283,0.135,0.509,26.4,5055,9615,-5557,62.3
2025-03-02T11:38:35.929103,38033,-40.0,23176,-0.0,-2.191,-1.487,10.046,-0.33,0.173,0.616,26.3,4547,10817,-6227,67.2
2025-03-02T11:38:35.988277,37918,-1250.0,23064,-1060.0,-0.615,-0.426,8.447,-0.342,0.14,0.46,26.6,4712,9927,-6032,64.6
2025-03-02T11:38:36.202410,38066,1250.0,22713,-1860.0,-4.015,0.206,16.69,-0.167,0.391,-0.394,26.5,4345,10560,-7047,67.6
2025-03-02T11:38:36.282208,38222,1560.0,22516,-1990.0,-3.615,-0.029,7.966,-0.214,-0.049,-0.469,26.6,4172,11110,-7165,69.4
2025-03-02T11:38:36.506145,38446,1470.0,22252,-1760.0,-1.156,0.132,11.317,-0.42,0.125,-0.188,26.1,3520,11607,-6780,73.1
2025-03-02T11:38:36.612336,38713,1430.0,21988,-1420.0,-1.166,-0.045,7.745,-0.343,-0.152,-0.178,26.3,3000,11762,-6340,75.7
2025-03-02T11:38:36.734816,38885,1430.0,21821,-1350.0,-1.207,-0.342,10.398,-0.146,0.197,-0.063,26.4,2567,11372,-6557,77.3
2025-03-02T11:38:36.978398,38949,1350.0,21750,-1280.0,-3.007,0.211,9.615,-0.239,0.062,-0.158,26.3,3247,12615,-7145,75.6
2025-03-02T11:38:37.051057,39272,1390.0,21425,-1370.0,1.398,-0.038,9.273,-0.293,0.045,-0.135,26.3,2775,11865,-6640,76.8
2025-03-02T11:38:37.056921,39281,1390.0,21415,-1370.0,0.524,0.328,9.926,-0.328,0.103,-0.339,26.3,2460,11475,-6600,77.9
2025-03-02T11:38:37.144965,39415,1270.0,21280,-1350.0,-4.657,1.494,13.465,-0.195,0.295,-0.162,26.3,1952,11835,-6465,80.6
2025-03-02T11:38:37.286821,39482,1350.0,21220,-1300.0,-2.942,-0.369,8.839,-0.401,-0.008000001,-0.06400001,26.2,2135,12577,-7072,80.4
2025-03-02T11:38:37.366559,39717,1330.0,20979,-1280.0,-5.339,-0.263,9.459,-0.561,0.142,-0.274,26.3,2177,12377,-7155,80.0
2025-03-02T11:38:37.429239,39745,1330.0,20949,-1280.0,-0.795,-0.764,11.952,-0.293,0.34,0.122,26.3,1812,12990,-7455,82.1
2025-03-02T11:38:37.618171,40029,1500.0,20673,-1480.0,-2.978,0.297,9.385,-0.236,-0.04,-0.104,26.5,635,12995,-7455,87.2
2025-03-02T11:38:37.723487,40175,1370.0,20534,-1330.0,-1.444,0.86,11.098,-0.283,-0.021,-0.017,26.5,-42,12377,-6577,90.2
2025-03-02T11:38:37.854723,40325,1320.0,20387,-1340.0,-2.476,0.369,11.021,-0.296,0.02,0.108,26.3,272,12512,-6960,88.8
2025-03-02T11:38:37.942264,40457,1380.0,20258,-1270.0,-1.635,-0.034,10.005,-0.205,-0.034,-0.145,26.4,30,12805,-6980,89.9
2025-03-02T11:38:38.134838,40737,1350.0,19986,-1400.0,-2.722,0.536,11.088,-0.242,0.003,-0.033,26.4,-497,13040,-7465,92.2
2025-03-02T11:38:38.450125,41202,1400.0,19494,-1550.0,-2.459,-0.014,10.92,-0.232,-0.077,-0.15,26.6,-1375,11557,-6510,96.8
2025-03-02T11:38:38.578274,41337,1200.0,19367,-1160.0,-0.749,0.235,8.921,-0.222,0.042,-0.257,26.5,-1755,12542,-7557,98.0
2025-03-02T11:38:38.705540,41539,1400.0,19173,-1230.0,0.39,0.412,11.315,-0.107,-0.156,-0.234,26.5,-2412,11540,-6830,101.8
2025-03-02T11:38:38.805101,41668,1270.0,19051,-1220.0,-0.395,1.08,10.81,-0.186,0.021,-0.224,26.3,-2127,12645,-7732,99.5
2025-03-02T11:38:38.963197,41646,-570.0,19051,0.0,-2.069,0.022,10.192,-0.246,0.007,0.506,26.3,-1357,10945,-5785,97.1
2025-03-02T11:38:38.978611,41646,0.0,19051,0.0,-1.81,0.117,10.561,-0.211,0.051,0.503,26.3,-1235,11027,-5602,96.4
2025-03-02T11:38:39.065605,41646,0.0,19051,0.0,-1.937,-0.005,10.297,-0.224,0.048,0.499,26.4,-1282,11032,-5680,96.6
2025-03-02T11:38:39.195267,41646,0.0,19051,0.0,-1.884,0.038,10.285,-0.228,0.047,0.493,26.4,-1347,11012,-5717,97.0
2025-03-02T11:38:39.252606,41646,0.0,19051,0.0,-1.915,0.034,10.314,-0.231,0.041,0.493,26.4,-1305,11007,-5712,96.8
2025-03-02T11:38:39.375838,41704,560.0,19060,90.0,-2.215,-0.05,9.862,-0.197,0.07,0.166,26.4,-2397,11782,-6140,101.5
2025-03-02T11:38:39.718520,42347,1930.0,19708,1900.0,-1.623,1.592,13.522,-0.25,0.022,0.549,26.4,-1662,11067,-6005,98.5
2025-03-02T11:38:39.795447,42496,1840.0,19852,1840.0,1.384,0.457,15.067,0.144,0.235,0.519,26.4,-1370,11525,-6005,96.8
2025-03-02T11:38:39.885171,42623,1870.0,19990,1980.0,-0.955,1.355,11.492,0.075,0.09700001,0.519,26.3,-1460,11562,-6247,97.2
2025-03-02T11:38:39.992432,42856,2090.0,20209,1940.0,-1.53,-1.465,7.472,-0.421,-0.044,0.47,26.3,-1370,11407,-6325,96.8
2025-03-02T11:38:40.277692,43423,2000.0,20783,1970.0,-0.498,-0.05,12.498,-0.306,0.324,0.547,26.3,-1685,11437,-6087,98.4
2025-03-02T11:38:40.383740,43632,1900.0,20975,1840.0,-0.381,1.611,10.681,-0.606,-0.017,0.545,26.4,-1437,11505,-6062,97.1
2025-03-02T11:38:40.829789,44571,2180.0,21818,1880.0,-4.884,0.565,-0.001,-0.271,-0.013,0.616,26.6,-1395,11500,-5980,96.9
2025-03-02T11:38:40.934813,44796,2130.0,22022,1890.0,-2.229,0.168,6.938,-0.354,0.063,0.608,26.3,-1325,11402,-6242,96.6
2025-03-02T11:38:41.048834,45033,2180.0,22232,1920.0,-3.033,0.898,12.902,-0.483,-0.04,0.5,26.3,-1625,11387,-5902,98.1
2025-03-02T11:38:41.127252,45196,2180.0,22379,1920.0,1.228,-0.115,-0.001,0.174,0.129,0.568,26.1,-1187,11500,-6105,95.9
2025-03-02T11:38:41.394861,45722,2130.0,22848,1960.0,-1.75,-0.702,5.854,-0.198,-0.007,0.526,26.4,-1342,11500,-5907,96.7
2025-03-02T11:38:41.484219,45906,2010.0,23007,1700.0,-1.614,0.469,13.108,0.318,0.19,0.633,26.3,-1337,11525,-5762,96.6
2025-03-02T11:38:41.626554,46183,1800.0,23279,1820.0,-3.845,-1.398,6.74,-0.276,0.089,0.587,26.3,-1257,11607,-6000,96.2
2025-03-02T11:38:41.728753,46364,1730.0,23461,1610.0,-3.457,1.164,10.326,-0.03,-0.016,0.512,26.3,-1207,11752,-5985,95.9
2025-03-02T11:38:41.843422,46585,1820.0,23680,1860.0,-4.48,0.8809999,10.618,-0.247,0.106,0.656,26.6,-1010,11670,-6325,94.9
2025-03-02T11:38:42.152398,47130,1830.0,24187,1660.0,-0.625,1.53,11.188,0.084,0.023,0.531,26.6,-1137,11937,-6005,95.4
2025-03-02T11:38:42.266902,47328,1760.0,24381,1670.0,-3.084,-1.348,1.223,-0.8190001,-0.007,0.576,26.3,-775,11880,-6407,93.7
2025-03-02T11:38:42.354540,47450,1460.0,24304,-350.0,0.888,0.153,15.419,-0.112,0.142,0.139,26.4,-925,12152,-6145,94.4
2025-03-02T11:38:42.461080,47618,1570.0,24465,1270.0,-1.492,1.257,13.048,-0.471,-0.276,0.458,26.4,-1027,11675,-6135,95.0
2025-03-02T11:38:42.674522,47886,1730.0,24747,1810.0,-1.688,0.79,15.553,-0.249,-0.525,0.44,26.6,-1145,11700,-5835,95.6
2025-03-02T11:38:42.780505,48061,2580.0,24912,2660.0,-1.245,-1.951,9.196,-0.501,0.195,0.541,26.4,-1090,11710,-5950,95.3
2025-03-02T11:38:42.977929,48322,1730.0,25159,1670.0,-1.697,0.17,4.424,-0.693,0.06800001,0.555,26.4,-1032,11710,-5785,95.0
2025-03-02T11:38:43.037025,48472,1880.0,25308,1710.0,-2.579,1.954,14.72,0.06,0.177,0.708,26.3,-1145,11700,-5820,95.6
2025-03-02T11:38:43.088555,48634,1730.0,25458,1740.0,-2.892,-1.664,7.774,-0.177,-0.555,0.505,26.4,-1027,11860,-6155,94.9
2025-03-02T11:38:43.278427,48913,1350.0,25472,-250.0,-1.913,-0.989,9.996,-0.31,-0.062,-0.266,26.3,-1182,11520,-5790,95.9
2025-03-02T11:38:43.377901,49022,1200.0,25420,-830.0,-2.377,-0.136,9.313,-0.199,-0.05900001,-0.089,26.3,-1207,11535,-6212,96.0
2025-03-02T11:38:43.481366,49132,1090.0,25420,0.0,-1.65,-0.218,9.366,-0.171,0.048,-0.054,26.1,-1165,11160,-6532,96.0
2025-03-02T11:38:43.585977,49273,1190.0,25566,790.0,-2.198,-0.165,6.017,-0.327,0.02,0.791,26.3,-1652,11505,-6187,98.2
2025-03-02T11:38:43.698837,49451,1510.0,25776,1810.0,-3.203,7.354,11.176,0.056,0.069,0.635,26.2,-1985,11460,-5995,99.8
2025-03-02T11:38:43.791632,49605,1660.0,25935,1810.0,-0.977,1.463,17.114,-0.229,-0.014,0.512,26.4,-1370,11710,-6305,96.7
2025-03-02T11:38:43.906167,49815,1720.0,26138,1620.0,-3.91,-0.273,8.794,-0.173,-0.041,0.653,26.7,-1577,11562,-5917,97.8
2025-03-02T11:38:44.018837,50038,1840.0,26348,1860.0,-2.629,-1.781,3.591,-0.625,0.334,0.61,26.4,-1592,11125,-5940,98.1
2025-03-02T11:38:44.128024,50263,2040.0,26549,1880.0,-1.879,-2.892,3.285,-0.848,0.303,0.627,26.3,-1267,11680,-6115,96.2
2025-03-02T11:38:44.213388,50422,2130.0,26698,1860.0,-2.234,-0.39,8.392,-0.455,-0.032,0.553,26.5,-1465,11310,-5862,97.4
2025-03-02T11:38:44.414801,50857,2050.0,27080,1800.0,-3.057,-0.259,13.25,-0.348,-0.103,0.601,26.3,-1492,11340,-5785,97.5
2025-03-02T11:38:44.519126,51060,1960.0,27274,1810.0,-2.454,-1.642,6.582,-0.399,-0.174,0.521,26.5,-1417,11622,-5867,97.0
2025-03-02T11:38:44.620954,51269,1950.0,27458,1710.0,-3.369,-1.417,7.223,-0.164,-0.328,0.503,26.4,-1370,11622,-5960,96.7
2025-03-02T11:38:44.832524,51693,2000.0,27826,1720.0,-1.76,-0.527,8.198,-0.112,-0.19,0.401,26.3,-1282,11827,-6015,96.2
2025-03-02T11:38:44.935295,51911,2020.0,28014,1760.0,0.254,-0.134,14.794,0.042,-0.131,0.54,26.5,-1027,11582,-6180,95.1
2025-03-02T11:38:45.132526,52290,1990.0,28346,1730.0,-1.686,-1.386,1.293,-0.65,0.053,0.591,26.4,-1347,11752,-5877,96.5
2025-03-02T11:38:45.253766,52529,1910.0,28542,1560.0,-1.492,1.772,12.455,-0.045,0.241,2.137,26.3,-1480,11700,-5650,97.2
2025-03-02T11:38:45.338268,52685,1910.0,28674,1560.0,2.485,-2.136,5.215,-0.19,-2.129,0.52,26.4,-1230,11685,-5985,96.0
2025-03-02T11:38:45.444580,52886,1910.0,28843,1600.0,1.456,0.206,9.663,-0.201,0.131,0.594,26.4,-957,11607,-6252,94.7
2025-03-02T11:38:45.549286,53102,1910.0,29022,1600.0,-0.09099999,1.049,12.95,-0.476,0.107,0.584,26.5,-1052,11705,-6015,95.1
2025-03-02T11:38:45.707417,53319,2030.0,29194,1590.0,-1.415,1.539,17.995,-0.114,-0.113,0.54,26.5,-1010,11660,-6261,95.0
2025-03-02T11:38:46.027978,53937,1970.0,29696,1580.0,-0.421,-1.441,5.112,-0.276,0.277,0.481,26.5,-1287,11530,-5675,96.4
2025-03-02T11:38:46.132986,54126,1960.0,29869,1760.0,0.515,-0.335,4.602,-0.325,0.371,0.531,26.4,-845,11835,-6135,94.1
2025-03-02T11:38:50.538442,54126,0.0,29869,0.0,-2.622,-0.9150001,11.351,-0.327,-0.016,0.409,26.4,-795,11447,-5510,94.0
